Metabolite,Amplitude,SD,Phase,Damping,DFreq,Noise_from_LastPts,Estimated_CRB,Workflow,Signal
MM087,3.0875E0,1.2903E1,0.0000E0,3.0000E1,3.7626E0,2.6232E-2,3.3849E-1,2023-11-13_09:47:47,Rec005_Vox2_quest2
MM167,1.1191E0,3.4451E1,0.0000E0,3.0000E1,-5.8116E0,2.6232E-2,9.0372E-1,2023-11-13_09:47:47,Rec005_Vox2_quest2
MM181,1.0631E0,3.2728E1,0.0000E0,3.0000E1,8.0000E0,2.6232E-2,8.5853E-1,2023-11-13_09:47:47,Rec005_Vox2_quest2
PCh,2.5028E-1,1.2327E0,0.0000E0,3.0000E1,-6.7856E0,0.0000E0,4.6119E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
NAAG,9.3403E-1,1.4940E0,0.0000E0,3.0000E1,-5.4305E0,3.7414E-2,5.5897E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
NAA,4.6701E0,7.4701E0,0.0000E0,3.0000E1,-5.4305E0,3.7414E-2,2.7949E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
GPC,2.4513E-1,1.1094E0,0.0000E0,3.0000E1,-6.7856E0,3.7414E-2,4.1507E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
Tau,2.4729E0,6.0675E0,0.0000E0,3.0000E1,-2.4942E0,3.7414E-2,2.2701E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Asp,1.6593E0,1.1179E1,0.0000E0,3.0000E1,-8.0000E0,3.7414E-2,4.1826E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
PE,1.7466E0,5.0417E0,0.0000E0,3.0000E1,6.2086E0,3.7414E-2,1.8863E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Lac,6.7738E0,1.0179E1,0.0000E0,3.0000E1,2.1787E0,3.7414E-2,3.8082E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Ala,1.0858E0,4.4370E0,0.0000E0,3.0000E1,2.1787E0,3.7414E-2,1.6601E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Gly,6.7407E-1,9.9126E-1,0.0000E0,3.0000E1,-3.6819E0,3.7414E-2,3.7087E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
mI,3.3703E0,4.9563E0,0.0000E0,3.0000E1,-3.6819E0,3.7414E-2,1.8544E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
GABA,1.4717E0,5.6058E0,0.0000E0,3.0000E1,-6.1403E0,3.7414E-2,2.0974E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Gln,2.2206E0,5.2736E0,0.0000E0,3.0000E1,-2.5049E0,3.7414E-2,1.9731E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Glu,7.2531E0,6.8098E0,0.0000E0,3.0000E1,-2.5049E0,3.7414E-2,2.5478E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Glc,3.0297E0,5.4019E0,0.0000E0,3.0000E1,9.2694E-2,3.7414E-2,2.0211E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
PCr,1.5020E0,6.5444E0,0.0000E0,3.0000E1,-6.5482E0,3.7414E-2,2.4485E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
Cre,1.4703E0,6.4440E0,0.0000E0,3.0000E1,-6.5482E0,3.7414E-2,2.4110E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
water1,4.3995E-1,1.1975E0,1.6050E2,3.0000E1,-4.4770E0,3.7414E-2,4.4802E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
water2,1.6068E0,2.2281E0,-8.4096E1,3.0000E1,-4.4770E0,3.7414E-2,8.3360E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
water3,1.2211E0,1.7315E0,9.8888E1,3.0000E1,-4.4770E0,3.7414E-2,6.4781E-2,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM09,5.3958E0,1.3679E1,0.0000E0,3.0000E1,8.0000E0,3.7414E-2,5.1179E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM12,6.4750E0,1.6415E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,6.1414E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM14,6.4750E0,1.6415E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,6.1414E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM19,5.3958E0,1.3679E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,5.1179E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM20,4.3167E0,1.0943E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,4.0943E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM22,5.3958E0,1.3679E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,5.1179E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM27,5.3958E0,1.3679E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,5.1179E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM30,5.3958E0,1.3679E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,5.1179E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM32,5.3958E0,1.3679E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,5.1179E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM37,4.3167E0,1.0943E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,4.0943E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM39,6.4750E0,1.6415E1,0.0000E0,3.0000E1,-7.6957E0,3.7414E-2,6.1414E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM079,6.2439E0,1.5764E1,0.0000E0,3.0000E1,8.0000E0,3.7414E-2,5.8980E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM087,7.0146E0,1.7783E1,0.0000E0,3.0000E1,8.0000E0,3.7414E-2,6.6532E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM167,1.0425E1,2.6717E1,0.0000E0,3.0000E1,-8.0000E0,3.7414E-2,9.9958E-1,2023-11-13_09:47:47,Rec021_Vox1_quest2
MM181,1.0946E1,2.8053E1,0.0000E0,3.0000E1,-8.0000E0,3.7414E-2,1.0496E0,2023-11-13_09:47:47,Rec021_Vox1_quest2
PCh,3.2063E-1,1.4124E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,5.2283E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
NAAG,1.0815E0,1.5099E0,0.0000E0,3.0000E1,-6.9127E0,3.7017E-2,5.5891E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
NAA,5.4077E0,7.5494E0,0.0000E0,3.0000E1,-6.9127E0,3.7017E-2,2.7946E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
GPC,2.8857E-1,1.2712E0,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,4.7055E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
Tau,2.7737E0,5.9726E0,0.0000E0,3.0000E1,-5.5907E0,3.7017E-2,2.2109E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Asp,3.4824E0,1.1138E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,4.1229E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
PE,1.2458E0,5.6545E0,0.0000E0,3.0000E1,-2.9908E0,3.7017E-2,2.0931E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Lac,5.5089E0,1.0165E1,0.0000E0,3.0000E1,8.0000E0,3.7017E-2,3.7629E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Ala,8.6405E-1,4.3700E0,0.0000E0,3.0000E1,8.0000E0,3.7017E-2,1.6177E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Gly,6.4060E-1,9.9078E-1,0.0000E0,3.0000E1,-6.2463E0,3.7017E-2,3.6676E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
mI,3.2030E0,4.9539E0,0.0000E0,3.0000E1,-6.2463E0,3.7017E-2,1.8338E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
GABA,2.6771E0,5.6703E0,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,2.0990E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Gln,3.1410E0,5.2190E0,0.0000E0,3.0000E1,-6.1526E0,3.7017E-2,1.9319E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Glu,6.5576E0,6.8975E0,0.0000E0,3.0000E1,-6.1526E0,3.7017E-2,2.5533E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Glc,2.5692E0,5.4313E0,0.0000E0,3.0000E1,-1.3795E0,3.7017E-2,2.0105E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
PCr,1.5587E0,6.3287E0,0.0000E0,3.0000E1,-7.5455E0,3.7017E-2,2.3427E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
Cre,1.4170E0,6.3363E0,0.0000E0,3.0000E1,-7.5455E0,3.7017E-2,2.3455E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
water1,3.6512E-1,1.2158E0,1.4742E2,3.0000E1,9.7174E-1,3.7017E-2,4.5007E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
water2,1.4593E0,2.0898E0,-1.0406E2,3.0000E1,9.7174E-1,3.7017E-2,7.7357E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
water3,1.1293E0,1.7161E0,8.3081E1,3.0000E1,9.7174E-1,3.7017E-2,6.3524E-2,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM09,5.6160E0,1.4659E1,0.0000E0,3.0000E1,-1.7592E0,3.7017E-2,5.4264E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM12,6.7392E0,1.7591E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,6.5117E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM14,6.7392E0,1.7591E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,6.5117E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM19,5.6160E0,1.4659E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,5.4264E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM20,4.4928E0,1.1727E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,4.3412E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM22,5.6160E0,1.4659E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,5.4264E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM27,5.6160E0,1.4659E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,5.4264E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM30,5.6160E0,1.4659E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,5.4264E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM32,5.6160E0,1.4659E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,5.4264E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM37,4.4928E0,1.1727E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,4.3412E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM39,5.4039E0,1.4283E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,5.2871E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM079,3.9312E0,1.0790E1,0.0000E0,3.0000E1,-1.7592E0,3.7017E-2,3.9940E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM087,7.3008E0,1.9057E1,0.0000E0,3.0000E1,-1.7592E0,3.7017E-2,7.0544E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM167,1.1935E1,2.6446E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,9.7895E-1,2023-11-13_09:47:47,Rec011_Vox2_quest2
MM181,1.2531E1,2.7768E1,0.0000E0,3.0000E1,-8.0000E0,3.7017E-2,1.0279E0,2023-11-13_09:47:47,Rec011_Vox2_quest2
PCh,2.7217E-1,1.4302E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.7479E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
NAAG,6.6699E-1,1.4688E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.8761E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
NAA,3.3349E0,7.3441E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,2.4381E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
GPC,2.4495E-1,1.2872E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.2731E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
Tau,2.8624E0,5.9395E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.9718E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Asp,2.6572E0,1.1053E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,3.6694E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
PE,1.5200E-1,5.9940E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.9899E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Lac,4.3353E0,1.0185E1,0.0000E0,3.0000E1,8.0000E0,3.3198E-2,3.3813E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Ala,6.7610E-1,4.3819E0,0.0000E0,3.0000E1,8.0000E0,3.3198E-2,1.4547E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Gly,4.4009E-1,9.8854E-1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,3.2817E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
mI,2.2005E0,4.9427E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.6409E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
GABA,3.0266E0,5.6606E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.8792E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Gln,2.6354E0,5.1982E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.7257E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Glu,4.2539E0,6.9461E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,2.3060E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Glc,1.7731E0,5.4289E0,0.0000E0,3.0000E1,-2.8093E0,3.3198E-2,1.8023E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
PCr,6.1648E-1,4.6956E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.5588E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
Cre,6.8498E-1,5.2174E0,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,1.7321E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
water1,1.7502E-1,1.3315E0,1.3512E2,3.0000E1,2.0706E-1,3.3198E-2,4.4203E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
water2,9.9282E-1,1.9328E0,-1.3986E2,3.0000E1,2.0706E-1,3.3198E-2,6.4163E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
water3,6.6738E-1,1.6083E0,5.3783E1,3.0000E1,2.0706E-1,3.3198E-2,5.3394E-2,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM09,5.7932E0,1.4078E1,0.0000E0,3.0000E1,-4.8728E0,3.3198E-2,4.6735E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM12,6.9519E0,1.6893E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,5.6082E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM14,6.9519E0,1.6893E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,5.6082E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM19,5.7932E0,1.4078E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.6735E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM20,6.9519E0,1.6893E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,5.6082E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM22,5.7932E0,1.4078E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.6735E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM27,5.7932E0,1.4078E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.6735E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM30,5.7932E0,1.4078E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.6735E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM32,5.7932E0,1.4078E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,4.6735E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM37,4.6346E0,1.1262E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,3.7388E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM39,4.6346E0,1.1262E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,3.7388E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM079,7.5312E0,1.8301E1,0.0000E0,3.0000E1,-4.8728E0,3.3198E-2,6.0755E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM087,7.5312E0,1.8301E1,0.0000E0,3.0000E1,-4.8728E0,3.3198E-2,6.0755E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM167,1.1132E1,2.6683E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,8.8583E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
MM181,1.1689E1,2.8018E1,0.0000E0,3.0000E1,-8.0000E0,3.3198E-2,9.3012E-1,2023-11-13_09:47:47,Rec009_Vox2_quest2
PCh,5.6638E-2,1.3147E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,4.5966E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
NAAG,8.5381E-1,1.6592E0,0.0000E0,3.0000E1,-5.5482E0,3.4963E-2,5.8012E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
NAA,4.2691E0,8.2960E0,0.0000E0,3.0000E1,-5.5482E0,3.4963E-2,2.9006E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
GPC,6.2302E-2,1.1832E0,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,4.1369E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
Tau,3.3856E0,5.9971E0,0.0000E0,3.0000E1,-6.7501E0,3.4963E-2,2.0968E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Asp,1.7845E0,1.1087E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,3.8765E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
PE,7.2133E-1,5.9446E0,0.0000E0,3.0000E1,-6.9407E0,3.4963E-2,2.0784E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Lac,3.1587E0,1.0170E1,0.0000E0,3.0000E1,5.9183E0,3.4963E-2,3.5559E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Ala,1.1198E0,4.3850E0,0.0000E0,3.0000E1,5.9183E0,3.4963E-2,1.5331E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Gly,4.6927E-1,9.9620E-1,0.0000E0,3.0000E1,-4.2620E0,3.4963E-2,3.4831E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
mI,2.3463E0,4.9810E0,0.0000E0,3.0000E1,-4.2620E0,3.4963E-2,1.7415E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
GABA,2.4407E0,5.6679E0,0.0000E0,3.0000E1,-3.9137E0,3.4963E-2,1.9817E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Gln,2.7140E0,5.2448E0,0.0000E0,3.0000E1,-3.4967E0,3.4963E-2,1.8338E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Glu,6.3787E0,6.9722E0,0.0000E0,3.0000E1,-3.4967E0,3.4963E-2,2.4377E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Glc,5.7748E-2,5.4229E0,0.0000E0,3.0000E1,2.2461E0,3.4963E-2,1.8960E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
PCr,1.0535E0,5.6771E0,0.0000E0,3.0000E1,-5.9553E0,3.4963E-2,1.9849E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
Cre,9.5777E-1,5.1610E0,0.0000E0,3.0000E1,-5.9553E0,3.4963E-2,1.8045E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
water1,5.0149E-1,2.7065E0,-6.3063E1,3.0000E1,3.7809E0,3.4963E-2,9.4628E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
water2,1.3597E0,2.7568E0,1.4833E2,3.0000E1,3.7809E0,3.4963E-2,9.6386E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
water3,4.0948E-1,1.3431E0,-3.3560E1,3.0000E1,3.7809E0,3.4963E-2,4.6959E-2,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM09,6.5719E0,1.4327E1,0.0000E0,3.0000E1,4.4886E0,3.4963E-2,5.0093E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM12,7.8862E0,1.7193E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,6.0111E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM14,7.8862E0,1.7193E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,6.0111E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM19,6.5719E0,1.4327E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,5.0093E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM20,7.8862E0,1.7193E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,6.0111E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM22,6.5719E0,1.4327E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,5.0093E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM27,6.5719E0,1.4327E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,5.0093E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM30,6.5719E0,1.4327E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,5.0093E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM32,6.5719E0,1.4327E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,5.0093E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM37,5.2575E0,1.1462E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,4.0074E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM39,5.2575E0,1.1462E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,4.0074E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM079,8.5434E0,1.8625E1,0.0000E0,3.0000E1,4.4886E0,3.4963E-2,6.5120E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM087,8.5434E0,1.8625E1,0.0000E0,3.0000E1,4.4886E0,3.4963E-2,6.5120E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM167,1.2740E1,2.6504E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,9.2667E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
MM181,1.3377E1,2.7829E1,0.0000E0,3.0000E1,-8.0000E0,3.4963E-2,9.7300E-1,2023-11-13_09:47:47,Rec001_Vox1_quest2
PCh,1.6879E-1,1.2554E0,0.0000E0,3.0000E1,-8.0000E0,0.0000E0,3.6260E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
NAAG,4.5888E-1,1.4853E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,4.2902E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
NAA,2.2944E0,7.4267E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,2.1451E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
GPC,1.5859E-1,1.3809E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,3.9886E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
Tau,1.5914E0,5.8767E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.6974E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Asp,2.0321E0,1.0996E1,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,3.1759E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
PE,2.8479E-1,5.9950E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.7316E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Lac,2.4342E0,1.0120E1,0.0000E0,3.0000E1,-8.9284E-1,2.8884E-2,2.9230E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Ala,2.4810E-1,4.5077E0,0.0000E0,3.0000E1,-8.9284E-1,2.8884E-2,1.3020E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Gly,3.2051E-1,9.8908E-1,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,2.8568E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
mI,1.6025E0,4.9454E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.4284E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
GABA,2.1811E0,5.6409E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.6293E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Gln,1.1042E0,5.2259E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.5094E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Glu,2.7072E0,6.9452E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,2.0060E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Glc,1.3378E0,5.3488E0,0.0000E0,3.0000E1,-6.4403E0,2.8884E-2,1.5449E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
PCr,3.0465E-1,4.1723E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.2051E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
Cre,2.7695E-1,3.7930E0,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,1.0955E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
water1,1.4784E-1,9.9240E-1,1.0000E2,3.0000E1,-4.3327E0,2.8884E-2,2.8664E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
water2,3.8331E-1,1.5172E0,-1.3668E2,3.0000E1,-4.3327E0,2.8884E-2,4.3823E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
water3,2.3049E-1,9.1192E-1,2.3937E1,3.0000E1,-4.3327E0,2.8884E-2,2.6340E-2,2023-11-13_09:47:47,Rec016_Vox2_quest2
MM09,4.4310E0,1.4182E1,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,4.0963E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
MM12,5.3172E0,1.7019E1,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,4.9156E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
MM14,4.0982E0,1.3102E1,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,3.7844E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
MM19,4.4310E0,1.4182E1,0.0000E0,3.0000E1,-8.0000E0,2.8884E-2,4.0963E-1,2023-11-13_09:47:47,Rec016_Vox2_quest2
